journal_title,normalized_title,issn,eissn,publisher,abdc_rating,abdc_for,ajg2024,ajg_field,in_ft50,in_utd24,in_hci_sjr_q1,is_preprint_platform,source_lists,obhrm_candidate,inclusion_reason,review_status
Population and Environment,population and environment,0199-0039,1573-7810,Springer International Publishing,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Population Research and Policy Review,population research and policy review,0167-5923,1573-7829,Springer International Publishing,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Population Studies: a journal of demography,population studies a journal of demography,0032-4728,1477-4747,Taylor & Francis Online,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
"Population, Space and Place",population space and place,1544-8444,1544-8452,Wiley-Blackwell Publishing,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Probability Theory and Related Fields,probability theory and related fields,0178-8051,1432-2064,Springer International Publishing,A*,4905,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Production and Operations Management,production and operations management,1059-1478,1937-5956,Sage Publications,A*,3509,4,OPS&TECH,True,True,False,False,FT50;UTD24;AJG2024_4;ABDC_A*,False,,excluded_by_scope
Production Planning and Control,production planning and control,0953-7287,1366-5871,Taylor & Francis Online,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
Psychological Bulletin,psychological bulletin,0033-2909,1939-1455,American Psychological Association,A*,3507,4,PSYCH (GENERAL),False,False,False,False,AJG2024_4;ABDC_A*,True,ABDC FoR 3507,needs_review
Psychological Research,psychological research,0340-0727,1430-2772,Springer International Publishing,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
Psychological Review,psychological review,0033-295X,1939-1471,American Psychological Association,A*,3507,4,PSYCH (GENERAL),False,False,False,False,AJG2024_4;ABDC_A*,True,ABDC FoR 3507,needs_review
Psychological Science,psychological science,0956-7976,1467-9280,Sage Publications,A*,3507,4*,PSYCH (GENERAL),True,False,False,False,FT50;AJG2024_4*;ABDC_A*,True,ABDC FoR 3507,needs_review
Psychology & Marketing,psychology and marketing,0742-6046,1520-6793,Wiley-Blackwell Publishing,A,3506,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Psychology of Women Quarterly,psychology of women quarterly,0361-6843,1471-6402,Sage Publications,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
Public Administration,public administration,1467-9299,,Wiley-Blackwell,,,4,PUB SEC,False,False,False,False,AJG2024_4,False,,excluded_by_scope
Public Administration and Development,public administration and development,0271-2075,1099-162X,Wiley-Blackwell Publishing,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Public Administration Quarterly,public administration quarterly,0734-9149,2327-4433,Sage Publications,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Public Administration Review,public administration review,0033-3352,1540-6210,Wiley-Blackwell Publishing,A,3599,4*,PUB SEC,False,False,False,False,AJG2024_4*;ABDC_A,False,,excluded_by_scope
Public Administration: an international journal,public administration an international journal,0033-3298,1467-9299,Wiley-Blackwell Publishing,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Public Choice,public choice,0048-5829,1573-7101,Springer International Publishing,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Public Law: the constitutional and administrative law of the Commonwealth,public law constitutional and administrative law of commonwealth,0033-3565,,Sweet & Maxwell,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Public Management Review,public management review,1471-9037,1471-9045,Taylor & Francis Online,A,3507,4,PUB SEC,False,False,False,False,AJG2024_4;ABDC_A,True,ABDC FoR 3507,needs_review
Public Money & Management,public money and management,0954-0962,1467-9302,Taylor & Francis Online,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
Public Opinion Quarterly,public opinion quarterly,0033-362X,1537-5331,Oxford University Press,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Public Relations Review,public relations review,0363-8111,1873-4537,Elsevier,A,3506,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Qualitative Research in Accounting and Management,qualitative research in accounting and management,1176-6093,1758-7654,Emerald Group Publishing,A,3501,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Quality of Life Research,quality of life research,0962-9343,1573-2649,Springer International Publishing,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Quantitative Economics,quantitative economics,1759-7323,1759-7331,Wiley-Blackwell Publishing,A*,3802,4,ECON,False,False,False,False,AJG2024_4;ABDC_A*,False,,excluded_by_scope
Quantitative Finance,quantitative finance,1469-7688,1469-7696,Taylor & Francis Online,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Quantitative Marketing and Economics,quantitative marketing and economics,1570-7156,1573-711X,Springer International Publishing,A,3506,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Quarterly Journal of Experimental Psychology,quarterly journal of experimental psychology,1747-0218,1747-0226,Sage Publications,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
Quarterly Journal of Finance,quarterly journal of finance,2010-1392,2010-1406,World Scientific Publishing,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
R&D Management,randd management,0033-6807,1467-9310,Wiley-Blackwell Publishing,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
RAND Journal of Economics,rand journal of economics,0741-6261,1756-2171,Wiley-Blackwell Publishing,A*,3801,4,ECON,False,False,False,False,AJG2024_4;ABDC_A*,False,,excluded_by_scope
Real Estate Economics,real estate economics,1080-8620,1540-6229,Wiley-Blackwell Publishing,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Regional Science and Urban Economics,regional science and urban economics,0166-0462,1879-2308,Elsevier,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Regional Studies,regional studies,0034-3404,1360-0591,Taylor & Francis Online,A*,3599,4,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",False,False,False,False,AJG2024_4;ABDC_A*,False,,excluded_by_scope
"Regional Studies, Regional Science",regional studies regional science,,2168-1376,Taylor & Francis Online,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Regulation and Governance,regulation and governance,,1748-5991,Wiley-Blackwell Publishing,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Reliability Engineering & System Safety,reliability engineering and system safety,0951-8320,1879-0836,Elsevier,A,3505,,,False,False,False,False,ABDC_A,True,ABDC FoR 3505,needs_review
Renewable and Sustainable Energy Reviews,renewable and sustainable energy reviews,1364-0321,1879-0690,Elsevier ScienceDirect,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Research in International Business and Finance,research in international business and finance,0275-5319,1878-3384,Elsevier,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Research in Organizational Behavior,research in organizational behavior,0191-3085,,Elsevier,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507; title keyword 'organizational',include_candidate
Research Policy,research policy,0048-7333,1873-7625,Elsevier,A*,3507,4*,INNOV,True,False,False,False,FT50;AJG2024_4*;ABDC_A*,True,ABDC FoR 3507,needs_review
Resource and Energy Economics,resource and energy economics,0928-7655,,Elsevier,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Restitution Law Review,restitution law review,1351-170X,,Marenex Press,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Review of Accounting Studies,review of accounting studies,1380-6653,1573-7136,Springer International Publishing,A*,3501,4,ACCOUNT,True,False,False,False,FT50;AJG2024_4;ABDC_A*,False,,excluded_by_scope
Review of Asset Pricing Studies,review of asset pricing studies,2045-9920,2045-9939,Oxford University Press,A*,3502,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Review of Corporate Finance,review of corporate finance,2693-9312,2693-9320,Now Publishers,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Review of Corporate Finance Studies,review of corporate finance studies,2046-9128,2046-9136,Oxford University Press,A*,3502,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Review of Development Economics,review of development economics,1363-6669,1467-9361,Wiley-Blackwell Publishing,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Review of Economic Dynamics,review of economic dynamics,1094-2025,1096-6099,Elsevier,A*,3801,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Review of Economics of the Household,review of economics of household,1569-5239,1573-7152,Springer International Publishing,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Review of Environmental Economics and Policy,review of environmental economics and policy,1750-6816,1750-6824,Oxford University Press,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Review of Finance,review of finance,1572-3097,1573-692X,Oxford University Press,A*,3502,4,FINANCE,True,False,False,False,FT50;AJG2024_4;ABDC_A*,False,,excluded_by_scope
Review of Income and Wealth,review of income and wealth,,1475-4991,Wiley-Blackwell Publishing,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Review of Industrial Organization,review of industrial organization,0889-938X,1573-7160,Springer International Publishing,A,3801,,,False,False,False,False,ABDC_A,True,title keyword 'organization',include_candidate
Review of International Economics,review of international economics,0965-7576,1467-9396,Wiley-Blackwell Publishing,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Review of International Political Economy,review of international political economy,0969-2290,1466-4526,Taylor & Francis Online,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Review of Managerial Science,review of managerial science,1863-6691,1863-6683,Springer Nature,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
Risk Analysis,risk analysis,1539-6924,,Wiley-Blackwell,,,4,SOC SCI,False,False,False,False,AJG2024_4,False,,excluded_by_scope
Safety Science,safety science,0925-7535,,Elsevier,A,3505,,,False,False,False,False,ABDC_A,True,ABDC FoR 3505,needs_review
Scandinavian Actuarial Journal,scandinavian actuarial journal,0346-1238,1651-2030,Taylor & Francis Online,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Scandinavian Journal of Economics,scandinavian journal of economics,0347-0520,1467-9442,Wiley-Blackwell Publishing,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Scandinavian Journal of Hospitality and Tourism,scandinavian journal of hospitality and tourism,1502-2250,1502-2269,Taylor & Francis Online,A,3508,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Scandinavian Journal of Information Systems,scandinavian journal of information systems,0905-0167,,University of Aalborg,A,4609,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Scandinavian Journal of Statistics,scandinavian journal of statistics,,1467-9469,Wiley-Blackwell Publishing,A,4905,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Science Communication,science communication,1075-5470,1552-8545,Sage Publications,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
"Science, Technology, & Human Values",science technology and human values,0162-2439,1552-8251,Sage Publications,A,3503,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Scientometrics,scientometrics,0138-9130,1588-2861,Springer International Publishing,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Scottish Journal of Political Economy,scottish journal of political economy,0036-9292,1467-9485,Wiley-Blackwell Publishing,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Security Dialogue,security dialogue,0967-0106,1460-3640,Sage Publications,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Sex Roles,sex roles,0360-0025,1573-2762,Springer International Publishing,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
SIAM Journal on Applied Mathematics,siam journal on applied mathematics,0036-1399,1095-712X,SIAM Publications Online,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Singapore Journal of Legal Studies,singapore journal of legal studies,0218-2173,,National University of Singapore,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Small Business Economics,small business economics,0921-898X,1573-0913,Springer International Publishing,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
Small Group Research,small group research,1046-4964,1552-8278,Sage Publications,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
Social Choice and Welfare,social choice and welfare,0176-1714,1432-217X,Springer International Publishing,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Social Forces,social forces,0037-7732,1534-7605,Oxford University Press,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
Social Indicators Research,social indicators research,0303-8300,1573-0921,Springer International Publishing,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Social Policy & Administration,social policy and administration,0144-5596,1467-9515,Wiley-Blackwell Publishing,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Social Problems,social problems,0037-7791,1533-8533,Oxford University Press,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
Social Science & Medicine,social science and medicine,0277-9536,1873-5347,Elsevier ScienceDirect,A,3899,4,SOC SCI,False,False,False,False,AJG2024_4;ABDC_A,False,,excluded_by_scope
Socio-Economic Review,socio economic review,1475-1461,1475-147X,Oxford University Press,A,3801,4,SOC SCI,False,False,False,False,AJG2024_4;ABDC_A,False,,excluded_by_scope
Sociological Inquiry,sociological inquiry,,1475-682X,Wiley-Blackwell Publishing,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
Sociological Methodology,sociological methodology,0081-1750,1467-9531,Sage Publications,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
Sociological Theory,sociological theory,0735-2751,1467-9558,Sage Publications,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
Sociology,sociology,0038-0385,1469-8684,Sage Publications,A*,3507,4,SOC SCI,False,False,False,False,AJG2024_4;ABDC_A*,True,ABDC FoR 3507,needs_review
Sociology of Sport Journal,sociology of sport journal,0741-1235,1543-2785,"Human Kinetics Publishers, Inc.",A,3504,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Southern Economic Journal,southern economic journal,0038-4038,2325-8012,Wiley-Blackwell Publishing,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Sport Management Review,sport management review,1441-3523,1839-2083,Elsevier,A,3504,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
SSRN,ssrn,,,,,,,,False,False,False,True,PREPRINT_PLATFORM,True,approved preprint platform,include_candidate
Stanford Journal of International Law,stanford journal of international law,0731-5082,,Stanford University Press,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
"Stanford Journal of Law, Business and Finance",stanford journal of law business and finance,1078-8794,,Stanford University Press,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Statistica Neerlandica,statistica neerlandica,0039-0402,1467-9574,Wiley-Blackwell Publishing,A,4905,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Statistica Sinica,statistica sinica,1017-0405,,Statistica Sinica,A,4905,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Statistical Science,statistical science,0883-4237,,Institute of Mathematical Statistics,A,4905,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Statistics and Computing,statistics and computing,0960-3174,1573-1375,Springer International Publishing,A,4905,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Statistics in Medicine,statistics in medicine,0277-6715,1097-0258,Wiley-Blackwell Publishing,A,4905,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Statute Law Review,statute law review,0144-3593,1464-3863,Oxford University Press,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Stochastic Processes and their Applications,stochastic processes and their applications,0304-4149,1879-209X,Elsevier,A,4905,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Strategic Entrepreneurship Journal,strategic entrepreneurship journal,1932-4391,1932-443X,Wiley-Blackwell Publishing,A,3507,4,ENT-SBM,True,False,False,False,FT50;AJG2024_4;ABDC_A,True,ABDC FoR 3507,needs_review
Strategic Management Journal,strategic management journal,0143-2095,1097-0266,Wiley-Blackwell Publishing,A*,3507,4*,STRAT,True,True,False,False,FT50;UTD24;AJG2024_4*;ABDC_A*,True,ABDC FoR 3507; FT50/UTD management-general journal,include_candidate
Strategic Organization,strategic organization,1476-1270,1741-315X,Sage Publications,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507; title keyword 'organization',include_candidate
Strategy Science,strategy science,2333-2050,2333-2077,INFORMS,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
Stress and Health,stress and health,1532-3005,1532-2998,Wiley-Blackwell Publishing,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
Structural Equation Modelling: A Multidisciplinary Journal,structural equation modelling a multidisciplinary journal,1070-5511,1532-8007,Taylor & Francis Online,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
Studies in Comparative International Development,studies in comparative international development,0039-3606,1936-6167,Springer International Publishing,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Studies in Higher Education,studies in higher education,0307-5079,1470-174X,Taylor & Francis Online,A,3505,,,False,False,False,False,ABDC_A,True,ABDC FoR 3505,needs_review
Studies in Nonlinear Dynamics & Econometrics,studies in nonlinear dynamics and econometrics,1081-1826,1558-3708,De Gruyter,A,3802,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Supply Chain Management: an international journal,supply chain management an international journal,1359-8546,1758-6852,Emerald Group Publishing,A,3509,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
"Sustainability Accounting, Management and Policy Journal",sustainability accounting management and policy journal,2040-8021,,Emerald Publishing,A,3501,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
System Dynamics Review,system dynamics review,,1099-1727,Wiley-Blackwell Publishing,A,3503,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Systems Research and Behavioral Science,systems research and behavioral science,1092-7026,1099-1743,Wiley-Blackwell Publishing,A,3503,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Tax Law Review,tax law review,0040-0041,,New York University School of Law,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Technological Forecasting and Social Change,technological forecasting and social change,0040-1625,1873-5509,Elsevier,A,3503,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Technometrics,technometrics,0040-1706,1537-2723,American Statistical Association,A,3503,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Technovation,technovation,0166-4972,1879-2383,Elsevier,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
Texas International Law Journal,texas international law journal,0163-7479,,University of Texas School of Law,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
The Accounting Review,accounting review,0001-4826,1558-7967,American Accounting Association,A*,3501,4*,ACCOUNT,True,True,False,False,FT50;UTD24;AJG2024_4*;ABDC_A*,False,,excluded_by_scope
The American Economic Review,american economic review,0002-8282,0065-812X,American Economic Association,A*,3801,4*,ECON,True,False,False,False,FT50;AJG2024_4*;ABDC_A*,False,,excluded_by_scope
The Australian Journal of Agricultural and Resource Economics,australian journal of agricultural and resource economics,1364-985X,1467-8489,Wiley-Blackwell Publishing,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
The BE Journal of Economic Analysis and Policy,be journal of economic analysis and policy,1935-1682,1555-0494,De Gruyter,A,3803,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
The BE Journal of Macroeconomics,be journal of macroeconomics,1935-1690,,De Gruyter,A,3803,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
The BE Journal of Theoretical Economics,be journal of theoretical economics,1935-1704,,De Gruyter,A,3803,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
The Business Lawyer,business lawyer,0007-6899,,American Bar Association,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
The China Quarterly,china quarterly,0305-7410,1468-2648,Cambridge University Press,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
The Economic History Review: a journal of economic and social history,economic history review a journal of economic and social history,0013-0117,1468-0289,Wiley-Blackwell Publishing,A*,3801,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
The Economic Journal,economic journal,0013-0133,1468-0297,Wiley-Blackwell Publishing,A*,3801,4,ECON,False,False,False,False,AJG2024_4;ABDC_A*,False,,excluded_by_scope
The Economic Record,economic record,0013-0249,1475-4932,Wiley-Blackwell Publishing,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
The Electronic Journal of Statistics,electronic journal of statistics,1935-7524,,The Institute of Mathematical Statistics and the Bernoulli Society,A,4905,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
The European Accounting Review,european accounting review,0963-8180,1468-4497,Taylor & Francis Online,A*,3501,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
The European Journal of Finance,european journal of finance,1351-847X,1466-4364,Taylor & Francis Online,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
The Florida Tax Review,florida tax review,1066-3487,,University of Florida Press,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
The Information Society,information society,0197-2243,1087-6537,Taylor & Francis Online,A,4609,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
The International Journal of Accounting,international journal of accounting,1094-4060,2213-3933,World Scientific Publishing,A,3501,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
The International Journal of Logistics Management,international journal of logistics management,0957-4093,1758-6550,Emerald Group Publishing,A,3509,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
The Journal of Derivatives,journal of derivatives,1074-1240,,S&P Global,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
The Journal of Economic History,journal of economic history,0022-0507,1471-6372,Cambridge University Press,A*,3801,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
The Journal of Economic Inequality,journal of economic inequality,1569-1721,1573-8701,Springer International Publishing,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
The Journal of Finance,journal of finance,0022-1082,1540-6261,American Finance Association,A*,3502,4*,FINANCE,True,True,False,False,FT50;UTD24;AJG2024_4*;ABDC_A*,False,,excluded_by_scope
The Journal of Fixed Income,journal of fixed income,1059-8596,,S&P Global,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
The Journal of Futures Markets,journal of futures markets,0270-7314,1096-9934,Wiley-Blackwell Publishing,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
The Journal of Industrial Economics,journal of industrial economics,0022-1821,1467-6451,Wiley-Blackwell Publishing,A*,3801,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
The Journal of Law and Economics,journal of law and economics,0022-2186,1537-5285,University of Chicago Law School,A*,3801,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
The Journal of Portfolio Management,journal of portfolio management,0095-4918,,S&P Global,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
The Leadership Quarterly,leadership quarterly,1048-9843,1873-3409,Elsevier,A*,3507,4,ORG STUD,False,False,False,False,AJG2024_4;ABDC_A*,True,manual core OBHRM title; ABDC FoR 3507; AJG field ORG STUD; title keyword 'leadership',include_candidate
The Modern Law Review,modern law review,0026-7961,1468-2230,Wiley-Blackwell Publishing,A*,4801,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
The Pacific Review,pacific review,0951-2748,1470-1332,Taylor & Francis Online,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
The Quarterly Journal of Economics,quarterly journal of economics,0033-5533,1531-4650,MIT Press,A*,3801,4*,ECON,True,False,False,False,FT50;AJG2024_4*;ABDC_A*,False,,excluded_by_scope
The Review of Economic Studies,review of economic studies,0034-6527,1467-937X,Oxford University Press,A*,3801,4*,ECON,True,False,False,False,FT50;AJG2024_4*;ABDC_A*,False,,excluded_by_scope
The Review of Economics and Statistics,review of economics and statistics,0034-6535,1530-9142,The MIT Press,A*,3801,4,ECON,False,False,False,False,AJG2024_4;ABDC_A*,False,,excluded_by_scope
The Review of Financial Studies,review of financial studies,0893-9454,1465-7368,Oxford University Press,A*,3502,4*,FINANCE,True,True,False,False,FT50;UTD24;AJG2024_4*;ABDC_A*,False,,excluded_by_scope
The Sociological Review,sociological review,0038-0261,1467-954X,Sage Publications,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
The Sydney Law Review,sydney law review,0082-0512,,Sydney Law School,A*,4801,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
The World Bank Economic Review,world bank economic review,0258-6770,1564-698X,Oxford University Press,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
The World Economy,world economy,0378-5920,1467-9701,Wiley-Blackwell Publishing,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
The Yale Law Journal,yale law journal,0044-0094,1939-8611,"The Yale Law Journal Company, Inc.",A*,4801,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Theoretical Economics,theoretical economics,1933-6837,1555-7561,The Econometric Society,A*,3803,4,ECON,False,False,False,False,AJG2024_4;ABDC_A*,False,,excluded_by_scope
Theory and Decision: an international journal for multidisciplinary advances in decision sciences,theory and decision an international journal for multidisciplinary advances in decision sciences,0040-5833,1573-7187,Springer International Publishing,A,3803,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Theory of Probability and its Applications,theory of probability and its applications,0040-585X,1095-7219,SIAM Publications Online,A,4905,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Third World Quarterly,third world quarterly,0413-6597,1360-2241,Taylor & Francis Online,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Tort Law Review,tort law review,1039-3285,,Thomson Reuters,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Torts Law Journal,torts law journal,1038-5967,,LexisNexis,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Tourism Analysis,tourism analysis,1083-5423,1943-3999,Cognizant Communication Corporation,A,3508,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Tourism Economics,tourism economics,1354-8166,2044-0375,Sage Publications,A,3508,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Tourism Geographies,tourism geographies,1461-6688,1470-1340,Taylor & Francis Online,A,3508,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Tourism Management,tourism management,0261-5177,1879-3193,Elsevier,A*,3508,4,SECTOR,False,False,False,False,AJG2024_4;ABDC_A*,False,,excluded_by_scope
Tourism Management Perspectives,tourism management perspectives,2211-9736,,Elsevier,A*,3508,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Tourism Planning & Development,tourism planning and development,2156-8316,2156-8324,Taylor & Francis Online,A,3508,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Tourism Recreation Research,tourism recreation research,0250-8281,2320-0308,Taylor & Francis Online,A,3508,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Tourism Review,tourism review,1660-5373,1759-8451,Emerald Group Publishing,A,3508,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Transport Policy,transport policy,0967-070X,1879-310X,Elsevier,A,3509,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Transport Reviews,transport reviews,0144-1647,1464-5327,Taylor & Francis Online,A,3509,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Transportation,transportation,0049-4488,1572-9435,Springer International Publishing,A,3509,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Transportation Research Part A: Policy and Practice,transportation research part a policy and practice,0965-8564,1879-2375,Elsevier,A*,3509,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Transportation Research Part B: Methodological,transportation research part b methodological,0191-2615,1879-2367,Elsevier,A*,3509,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
